fighter_id,fighter,dob,height_cm,reach_cm,stance,division,first_ufc_fight,last_ufc_fight,ufc_wins,ufc_losses,ufc_draws,ufc_no_contests,elo,wikipedia_page,pro_wins,pro_losses,pro_draws,pro_fights_before_ufc
dc3b9cf7641b7ab6,Drako Rodriguez,1996-06-16,172.7,175.3,Orthodox,Bantamweight,2021-02-20,2021-08-07,0,2,0,0,1413.0,,,,,
519e4fe37ce9ff75,Drew Dober,1988-10-19,172.7,177.8,Southpaw,Lightweight,2013-11-30,2026-03-07,15,11,0,1,1607.9,Drew Dober,29,15,0,18
d814f5192e58fb2f,Drew Fickett,1979-12-14,177.8,177.8,Orthodox,Welterweight,2005-02-05,2007-04-05,4,3,0,0,1552.0,Drew Fickett,43,23,0,25
1fd4fbdcc67de844,Drew McFedries,1978-07-27,182.9,182.9,Southpaw,Middleweight,2006-11-18,2009-09-19,4,5,0,0,1466.5,Drew McFedries,12,7,0,5
0d7b51c9d2649a6e,Dricus Du Plessis,1994-01-14,185.4,193.0,Switch,Middleweight,2020-10-10,2026-07-18,10,1,0,0,1880.2,Dricus du Plessis,24,3,0,16
84ac950d4c1722dd,Duane Ludwig,1978-08-04,177.8,177.8,Orthodox,Welterweight,2003-04-25,2012-09-29,4,5,0,0,1446.7,Duane Ludwig,21,14,0,11
d6ead04919a894b1,Duda Santana,1996-01-10,170.2,185.4,Orthodox,Women's Bantamweight,2019-06-01,2019-06-01,0,1,0,0,1460.0,,,,,
866fd7b1a6c90e7f,Dusko Todorovic,1994-05-19,185.4,188.0,Orthodox,Middleweight,2020-10-03,2026-08-01,4,7,0,0,1394.0,Duško Todorović,13,7,0,9
a149d6bc670cdb60,Dustin Hazelett,1986-04-29,185.4,193.0,Orthodox,Lightweight,2006-10-10,2010-12-11,5,5,0,0,1496.4,Dustin Hazelett,12,7,0,9
e4277e87a789d687,Dustin Jacoby,1988-04-04,190.5,193.0,Orthodox,Light Heavyweight,2011-10-29,2026-07-25,10,7,1,0,1601.9,Dustin Jacoby,22,10,1,6
fe91d254db77a7fc,Dustin Kimura,1989-05-21,170.2,180.3,Orthodox,Bantamweight,2013-02-02,2014-12-13,2,3,0,0,1453.9,Dustin Kimura,11,3,0,8
e503aa5c252a1b4d,Dustin Neace,1986-09-12,175.3,175.3,,Featherweight,2011-12-03,2011-12-03,0,1,0,0,1460.0,Dustin Neace,25,21,1,41
f53c1f4ceeed8c08,Dustin Ortiz,1988-12-25,165.1,165.1,Orthodox,Flyweight,2013-11-09,2019-01-19,8,6,0,0,1591.6,Dustin Ortiz,20,9,0,13
55f80a8aeffcdb33,Dustin Pague,1987-08-05,175.3,188.0,Orthodox,Bantamweight,2011-12-03,2013-10-19,1,5,0,0,1396.2,,,,,
029eaff01e6bb8f0,Dustin Poirier,1989-01-19,175.3,182.9,Southpaw,Lightweight,2011-01-01,2025-07-19,22,9,0,1,1782.2,Dustin Poirier,30,10,0,9
71505842fb6455c3,Dustin Stoltzfus,1991-11-15,182.9,190.5,Orthodox,Middleweight,2020-11-21,2026-08-15,4,7,0,0,1486.1,Dustin Stoltzfus,16,8,0,14
31c01fbc2586a5eb,Dwayne Cason,,177.8,,Orthodox,Heavyweight,1997-10-17,1997-10-17,1,1,0,0,1511.8,,,,,
8be158ca1e5ea6a0,Dwight Grant,1984-09-14,185.4,193.0,Switch,Middleweight,2018-12-15,2022-07-16,3,5,0,0,1428.8,Dwight Grant,1,4,0,0
00debc804e2b1cd4,Dylan Andrews,1979-11-15,185.4,188.0,Switch,Middleweight,2013-04-13,2015-05-09,2,3,0,0,1437.1,Dylan Andrews,18,11,0,20
a817e238b2747404,Dylan Budka,2000-01-14,182.9,190.5,Switch,Middleweight,2024-04-06,2025-02-15,0,3,0,0,1403.8,,,,,
dc950d59dc590aca,Ebenezer Fontes Braga,1969-04-14,182.9,,Orthodox,Middleweight,1998-10-16,1998-10-16,1,0,0,0,1536.5,Ebenezer Fontes Braga,13,7,2,12
06f36cf4bd97ec77,Ed Herman,1980-10-02,185.4,195.6,Orthodox,Light Heavyweight,2006-06-24,2023-04-15,13,12,0,1,1532.7,Ed Herman,26,16,0,16
33a331684283900f,Eddie Alvarez,1984-01-11,175.3,175.3,Orthodox,Lightweight,2014-09-27,2018-07-28,4,3,0,1,1596.4,Eddie Alvarez,30,8,0,28
8cad40a75e5c97f5,Eddie Gordon,1983-07-22,182.9,193.0,Orthodox,Middleweight,2014-07-06,2015-06-27,1,3,0,0,1440.4,Eddie Gordon (fighter),8,7,0,7
49e49b54e5901d0d,Eddie Mendez,1984-01-16,177.8,,,Middleweight,2013-06-08,2013-06-08,0,1,0,0,1458.0,,,,,
7b9aa973e5c04624,Eddie Ruiz,1967-06-10,170.2,,Orthodox,Lightweight,2003-06-06,2003-06-06,0,1,0,0,1463.2,,,,,
7f0b4a75ef3039a3,Eddie Sanchez,1982-11-04,188.0,188.0,Orthodox,Heavyweight,2006-09-23,2008-12-10,3,3,0,0,1482.2,Eddie Sanchez,15,8,0,7
fc9a9559a05f2704,Eddie Wineland,1984-06-26,170.2,175.3,Orthodox,Bantamweight,2011-03-19,2022-06-18,6,10,0,0,1430.3,Eddie Wineland,24,15,1,25
cc84b68f862b466f,Eddie Yagin,1979-03-23,170.2,,Orthodox,Featherweight,2011-09-24,2012-04-21,1,1,0,0,1479.3,,,,,
5ef94841c4bc3f86,Edgar Chairez,1996-01-27,170.2,180.3,Orthodox,Flyweight,2023-07-08,2026-09-12,4,3,0,1,1522.2,,,,,
8d49545dadf9b919,Edgar Garcia,1984-02-22,177.8,180.3,Orthodox,Welterweight,2009-06-20,2016-01-02,0,4,0,0,1369.4,,,,,
afdb76fbd86f6d11,Edilberto de Oliveira,1982-11-22,182.9,,Orthodox,Welterweight,2007-04-21,2007-09-19,0,2,0,0,1427.0,,,,,
6c7020b859c7a3ce,Edimilson Souza,1984-10-17,182.9,188.0,Orthodox,Featherweight,2013-09-04,2015-11-07,3,1,0,0,1560.6,,,,,
4144798612ef96e5,Edmen Shahbazyan,1997-11-20,188.0,188.0,Orthodox,Middleweight,2018-11-30,2026-09-19,10,6,0,0,1649.9,Edmen Shahbazyan,17,6,0,7
acd9513399a8b09b,Ednaldo Oliveira,1984-02-19,195.6,,Orthodox,Light Heavyweight,2012-01-14,2013-08-03,0,2,0,0,1427.4,,,,,
64a50dad704d1d49,Edson Barboza,1986-01-21,180.3,190.5,Orthodox,Lightweight,2010-11-20,2026-08-15,18,15,0,0,1532.9,Edson Barboza,24,14,0,6
de594b35c45c2e9a,Eduarda Moura,1994-02-28,167.6,170.2,Orthodox,Women's Flyweight,2023-11-04,2026-09-19,3,3,0,0,1522.8,,,,,
62f3039da2f92a8c,Eduardo Chapolin,1995-11-23,170.2,170.2,Orthodox,,2026-08-15,2026-08-15,0,1,0,0,1465.0,,,,,
7bde387d50829adf,Eduardo Garagorri,1989-05-28,175.3,177.8,Orthodox,Featherweight,2019-08-10,2020-11-07,1,2,0,0,1466.9,Luiz Eduardo Garagorri,15,4,0,12
6224e8d0a34264eb,Edward Faaloloto,1984-07-15,,177.8,Orthodox,Lightweight,2011-06-26,2011-11-05,0,2,0,0,1427.9,Edward Faaloloto,2,5,0,3
75bbd2206a15319f,Edwin DeWees,1982-08-07,185.4,,Orthodox,Middleweight,2003-09-26,2006-11-11,0,3,0,0,1401.3,,,,,
bbfca6d5c27d9cd8,Edwin Figueroa,1984-07-31,170.2,175.3,Orthodox,Bantamweight,2011-03-26,2013-11-16,2,4,0,0,1420.0,Edwin Figueroa,9,5,0,7
83fd97284f4bb4a4,Efrain Escudero,1986-01-15,175.3,180.3,Orthodox,Lightweight,2008-12-13,2016-04-23,5,7,0,0,1439.5,Efraín Escudero,32,17,0,10
2b4faacc16d66898,Eiji Mitsuoka,1976-01-01,170.2,,Southpaw,Featherweight,2012-02-25,2012-08-11,0,2,0,0,1429.4,Eiji Mitsuoka,18,9,2,27
ee5df903f80c6816,Eldo Xavier Dias,1964-07-16,180.3,,,,1994-12-16,1994-12-16,0,1,0,0,1460.0,,,,,
ac5a7400da3a9a41,Elias Garcia,1992-09-13,165.1,170.2,Southpaw,Flyweight,2018-07-14,2018-12-01,0,2,0,0,1420.0,,,,,
52ba464d9068d871,Elias Silverio,1986-09-22,180.3,185.4,Orthodox,Lightweight,2013-09-04,2015-08-23,3,2,0,0,1514.6,Elias Silvério,22,13,1,8
34f88592c0ab7a54,Elias Theodorou,1988-05-31,185.4,190.5,Orthodox,Middleweight,2014-04-16,2019-05-04,8,3,0,0,1637.9,Elias Theodorou,19,3,0,8
7478b7f959ba61f5,Elijah Smith,2002-09-05,175.3,180.3,Orthodox,Bantamweight,2025-02-15,2026-03-14,3,0,0,0,1609.3,,,,,
a08d909a5be6f410,Eliot Marshall,1980-07-07,188.0,195.6,Orthodox,Light Heavyweight,2008-12-13,2011-10-29,3,3,0,0,1486.1,Eliot Marshall,10,4,0,5
ac7c765882f2c68c,Elise Reed,1992-12-05,160.0,160.0,Orthodox,Women's Strawweight,2021-07-24,2026-08-22,4,6,0,0,1431.1,Elise Reed,8,6,0,4
87e4a3a5080ee7ce,Elisha Ellison,1997-03-05,182.9,198.1,Orthodox,Heavyweight,2025-09-27,2026-07-11,0,2,0,0,1424.6,,,,,
dcbf01d605681ad1,Elizabeth Phillips,1986-08-20,167.6,165.1,Orthodox,Women's Bantamweight,2014-06-14,2016-08-20,1,3,0,0,1470.8,,,,,
8adcbd525fab8d9b,Elizeu Zaleski dos Santos,1986-12-11,180.3,185.4,Orthodox,Welterweight,2015-05-30,2025-08-02,11,6,1,0,1587.3,Elizeu Zaleski dos Santos,26,10,1,17
48a9a128784d53d1,Elves Brener,1997-09-27,177.8,182.9,Orthodox,Lightweight,2023-02-11,2025-08-02,3,3,0,0,1483.8,,,,,
28c55b4087a6f136,Elvis Mutapcic,1986-07-19,182.9,182.9,Orthodox,Middleweight,2016-01-17,2016-12-03,0,2,1,0,1427.1,,,,,
817e0bdf08efce2e,Elvis Sinosic,1971-02-13,190.5,195.6,Orthodox,Light Heavyweight,2001-02-23,2007-04-21,1,6,0,0,1374.6,Elvis Sinosic,7,11,2,7
103b06d8707895a9,Emil Meek,1988-08-20,180.3,188.0,Switch,Welterweight,2016-12-10,2020-02-22,1,3,0,0,1467.1,Emil Weber Meek,10,6,0,11
02f8fedc18cbd26c,Emily Ducote,1994-01-01,157.5,160.0,Orthodox,Women's Strawweight,2022-07-16,2024-05-18,2,3,0,0,1476.9,Emily Ducote,15,9,0,17
c1ea9d56cd953586,Emily Kagan,1981-07-14,160.0,,,Women's Strawweight,2014-12-12,2015-12-10,0,2,0,0,1415.4,Emily Kagan,3,3,0,4
b3d21b2610dcfaeb,Emily Whitmire,1991-05-24,165.1,160.0,Orthodox,Women's Flyweight,2017-12-01,2021-09-18,2,4,0,0,1411.5,Emily Whitmire,4,5,0,3
2299605af59fd309,Emmanuel Yarborough,1960-09-05,203.2,,Open Stance,,1994-09-09,1994-09-09,0,1,0,0,1460.0,Emmanuel Yarbrough,1,2,0,0
be0b310a12eb80b4,Enrique Barzola,1989-04-28,170.2,177.8,Orthodox,Bantamweight,2015-11-21,2020-03-14,6,3,1,0,1564.1,Enrique Barzola,22,11,2,12
23a6e307077c6ccc,Enrique Marin,1986-09-02,177.8,,,Lightweight,2015-11-21,2016-07-09,0,2,0,0,1445.4,,,,,
0cf935519d439ba6,Enson Inoue,1967-04-15,177.8,,Orthodox,Lightweight,1997-05-30,1997-05-30,1,0,0,0,1540.0,Enson Inoue,12,8,0,8
abbc4fc02e0d84b3,Eric Martin,,,,,Heavyweight,1997-02-07,1997-02-07,0,1,0,0,1460.0,,,,,
9508cc6184cb2450,Eric McConico,1990-05-09,182.9,195.6,Southpaw,Middleweight,2025-02-22,2026-08-15,2,3,0,0,1471.6,,,,,
64b12fe31be7560c,Eric Nolan,1997-09-13,188.0,188.0,Orthodox,Welterweight,2025-08-16,2026-06-27,0,2,0,0,1424.6,,,,,
f59f1d3a2ff13edd,Eric Schafer,1977-09-20,190.5,193.0,Orthodox,Middleweight,2006-08-26,2012-01-20,3,6,0,0,1419.1,Eric Schafer,15,8,2,10
a0c64f272b65d441,Eric Shelton,1991-02-02,167.6,172.7,Orthodox,Flyweight,2017-01-28,2019-03-23,2,4,0,0,1451.3,Eric Shelton (fighter),21,9,0,12
b9664eae2ac75262,Eric Spicely,1986-09-29,185.4,185.4,Orthodox,Middleweight,2016-07-13,2019-06-22,2,5,0,0,1397.0,Eric Spicely,13,9,0,8
53f84637dfffab7a,Eric Wisely,1984-07-25,172.7,,Southpaw,Featherweight,2012-01-28,2012-04-14,0,2,0,0,1417.3,Eric Wisely,34,9,1,25
a2ccf35a88346a91,Erick Gonzalez,1992-01-20,180.3,190.5,Orthodox,Lightweight,2021-10-16,2023-02-25,0,3,0,0,1400.8,,,,,
8163cd7de0342652,Erick Montano,1985-11-19,182.9,185.4,Orthodox,Welterweight,2015-11-21,2016-11-05,1,2,0,0,1436.7,,,,,
5866fc86183a9fb8,Erick Silva,1984-06-21,182.9,188.0,Orthodox,Welterweight,2011-08-27,2017-12-16,7,8,0,0,1493.9,Erick Silva,20,11,0,14
67a992d4cff22466,Ericka Almeida,1989-03-05,167.6,,Orthodox,Women's Strawweight,2015-05-30,2015-10-24,0,2,0,0,1424.3,,,,,
99bd87a300079ed9,Erik Koch,1988-10-04,177.8,180.3,Southpaw,Welterweight,2011-03-19,2019-07-27,5,5,0,0,1503.0,Erik Koch,15,6,0,12
af62f99eb7606308,Erik Perez,1989-11-19,172.7,172.7,Orthodox,Bantamweight,2012-06-01,2016-11-05,7,2,0,0,1651.1,Erik Pérez,22,9,0,14
21b813b919776d90,Erik Silva,1987-03-16,175.3,180.3,Orthodox,Featherweight,2022-12-10,2026-02-28,0,3,0,0,1394.5,,,,,
669970f7feba8ecd,Erin Blanchfield,1999-05-04,162.6,167.6,Orthodox,Women's Flyweight,2021-09-18,2025-11-15,8,1,0,0,1778.5,Erin Blanchfield,14,2,0,7
b406da701c479076,Ernest Chavez,1983-06-27,172.7,177.8,Orthodox,Featherweight,2014-02-22,2014-10-04,1,2,0,0,1452.4,Ernest Chavez (fighter),10,2,0,7
e4faa79383c9f214,Ernesta Kareckaite,1998-07-05,175.3,180.3,Orthodox,Women's Flyweight,2024-05-04,2026-02-28,1,2,0,0,1444.3,,,,,
2b1587a3376ab743,Ernie Verdicia,,180.3,,Orthodox,,1995-04-07,1995-04-07,0,1,0,0,1457.0,,,,,
cad24459b28592ca,Eryk Anders,1987-04-21,185.4,190.5,Southpaw,Middleweight,2017-07-22,2026-03-14,10,9,0,1,1584.4,Eryk Anders,18,9,0,8
323d4ca260dfa0ba,Esteban Ribovics,1996-04-27,177.8,175.3,Orthodox,Lightweight,2023-03-04,2026-08-15,5,3,0,0,1609.2,Esteban Ribovics,15,3,0,11
d0a5ef38a7778ac2,Estevan Payan,1982-03-14,177.8,,Orthodox,Featherweight,2013-05-25,2014-04-19,0,3,0,0,1395.6,,,,,
d776b5814f2400b4,Ethyn Ewing,1996-02-19,167.6,175.3,Orthodox,Bantamweight,2025-11-15,2026-04-04,2,0,0,0,1595.0,,,,,
ce783bf73b5131f9,Eugene Jackson,1966-09-23,172.7,,Orthodox,Middleweight,1999-07-16,2002-07-13,3,4,0,0,1452.0,Eugene Jackson (fighter),15,9,1,13
f70144caea5c4c80,Eugenio Tadeu,1963-08-17,172.7,,Orthodox,Lightweight,1998-03-13,1998-03-13,0,1,0,0,1460.0,Eugenio Tadeu,2,3,0,4
e5c9de15bb58b1c6,Evan Dunham,1981-12-18,177.8,177.8,Southpaw,Lightweight,2009-02-21,2020-06-06,11,9,1,0,1546.7,Evan Dunham,18,9,1,7
d9a56ecb6e94f02e,Evan Elder,1997-04-11,177.8,182.9,Switch,Lightweight,2022-04-23,2025-04-26,3,2,0,0,1538.9,,,,,
8f2d9ee27f206f1f,Evan Tanner,1971-02-11,182.9,188.0,Orthodox,Middleweight,1999-01-08,2008-06-21,11,6,0,0,1582.8,Evan Tanner,32,7,0,11
b852ad2b35354fcb,Ezra Elliott,2000-05-18,175.3,182.9,Orthodox,Featherweight,2026-07-18,2026-07-18,1,0,0,0,1540.0,,,,,
9911989cf48b195d,Fabia Sintes,1994-07-27,170.2,165.1,Orthodox,Flyweight,2026-09-05,2026-09-05,1,0,0,0,1540.0,,,,,
263ebd4a669e1e98,Fabiano Iha,1970-07-28,172.7,,Orthodox,Lightweight,1999-05-07,2001-09-28,3,4,0,0,1466.3,Fabiano Iha,10,5,0,2
0bc7e61d204f2137,Fabiano Scherner,1972-06-30,190.5,,Orthodox,Heavyweight,2005-10-03,2006-05-27,0,2,0,0,1428.6,Fabiano Scherner,11,11,0,7
78a68f1dade6aaf7,Fabio Cherant,1994-11-25,185.4,188.0,Southpaw,Light Heavyweight,2021-03-27,2022-02-12,0,3,0,0,1389.4,Fabio Cherant,7,5,0,8
8377c5572cb356f3,Fabio Gurgel,1970-01-18,182.9,,Orthodox,,1996-09-20,1996-09-20,0,1,0,0,1459.5,Fábio Gurgel,3,2,0,1
1fb80f46d3c105d9,Fabio Maldonado,1980-03-17,185.4,190.5,Orthodox,Light Heavyweight,2010-10-16,2015-11-07,5,6,0,0,1482.6,Fábio Maldonado,29,18,0,20
7abe471b61725980,Fabricio Camoes,1978-12-23,177.8,180.3,Orthodox,Lightweight,2009-11-21,2014-10-25,1,4,1,0,1424.1,Fabrício Camões,14,9,1,16
492b202d2064e7a9,Fabricio Werdum,1977-07-30,193.0,195.6,Orthodox,Heavyweight,2007-04-21,2020-07-25,12,6,0,0,1743.4,Fabrício Werdum,24,9,1,12
445a98acb8985970,Falaniko Vitale,1974-07-14,177.8,,Orthodox,Middleweight,2003-06-06,2003-11-21,1,1,0,0,1522.1,Falaniko Vitale,30,11,0,15
1e4f273069fb9e85,Fares Ziam,1997-03-21,185.4,190.5,Orthodox,Lightweight,2019-09-07,2026-09-05,8,4,0,0,1599.0,Farès Ziam,18,6,0,12
a09ed60aa67a3f67,Farid Basharat,1997-08-02,172.7,180.3,Orthodox,Bantamweight,2023-03-04,2026-07-11,7,0,0,0,1726.8,Farid Basharat,16,0,0,9
c88f8a9c1ea7165d,Farman Hasanov,1995-08-01,180.3,188.0,Orthodox,Welterweight,2026-06-27,2026-06-27,1,0,0,0,1535.4,,,,,
745fa7b605f8e2da,Fatima Kline,2000-07-12,167.6,170.2,Orthodox,Women's Strawweight,2024-07-13,2026-07-18,4,1,0,0,1635.5,Fatima Kline,10,1,0,6
b6850671a008bf9a,Felice Herrig,1984-09-18,162.6,165.1,Orthodox,Women's Strawweight,2014-12-12,2022-06-04,5,5,0,0,1461.4,Felice Herrig,14,10,0,14
39d91e95949de3d9,Felicia Spencer,1990-11-29,167.6,172.7,Orthodox,Women's Featherweight,2019-05-18,2021-11-13,3,3,0,0,1551.4,Felicia Spencer,9,3,0,6
71002dbc1743b9a7,Felipe Arantes,1988-02-09,172.7,185.4,Orthodox,Bantamweight,2011-08-27,2018-06-23,5,6,1,0,1483.4,Felipe Arantes,18,10,1,19
53c10176e3bc7416,Felipe Bunes,1989-10-29,170.2,175.3,Orthodox,Flyweight,2024-01-13,2026-02-28,1,3,0,0,1456.5,,,,,
dbac0a413af64bbe,Felipe Colares,1994-03-31,172.7,175.3,Orthodox,Featherweight,2019-02-02,2022-05-21,2,4,0,0,1440.8,Felipe Colares,11,4,0,8
e564146b9cf6dbef,Felipe Franco,2001-01-22,185.4,193.0,Orthodox,Light Heavyweight,2026-03-21,2026-07-18,1,1,0,0,1512.8,,,,,
9256f591b30c073e,Felipe Lima,1998-05-07,167.6,172.7,Orthodox,Featherweight,2024-06-22,2026-09-05,3,1,0,0,1593.9,Felipe Lima (fighter),15,2,0,13
948880beac71f028,Felipe Olivieri,1985-04-12,175.3,,Orthodox,Lightweight,2016-01-30,2016-01-30,0,1,0,0,1453.3,,,,,
1b38a2b897f6209c,Felipe Silva,1984-05-08,182.9,195.6,Orthodox,Lightweight,2016-08-27,2018-05-19,1,2,0,0,1460.1,Felipe Silva (fighter),9,5,0,7
5cdf5339728f580d,Felipe dos Santos,2000-09-11,170.2,177.8,Orthodox,Flyweight,2023-09-09,2025-03-22,1,3,0,0,1427.9,,,,,
6cbb7661c3258617,Felix Lee Mitchell,,,,Orthodox,,1994-09-09,1996-12-07,0,3,0,0,1398.3,,,,,
c940b42df95bbd28,Feng Xiaocan,2001-10-27,167.6,170.2,Southpaw,Women's Strawweight,2024-11-23,2024-11-23,0,1,0,0,1460.0,,,,,
b8c0f30ee9a98b69,Fernando Bruno,1982-02-24,167.6,,,Featherweight,2015-08-01,2016-07-08,0,2,0,0,1429.7,,,,,
d2f43cfaf8ca3560,Fernando Padilla,1996-12-15,185.4,193.0,Orthodox,Featherweight,2023-04-29,2024-12-14,2,2,0,0,1507.4,Fernando Padilla,16,6,0,18
9e92e1ca498d7244,Fernie Garcia,1992-04-12,170.2,170.2,Orthodox,Featherweight,2022-05-07,2024-02-10,0,4,0,0,1361.3,,,,,
38ed5a2299230227,Filip Pejic,1992-07-21,172.7,,Orthodox,Bantamweight,2016-04-10,2016-04-10,0,1,0,0,1454.9,,,,,
ab35634d1a8c7a11,Flavio Luiz Moura,1976-01-26,180.3,,Open Stance,Middleweight,1999-07-16,1999-07-16,0,1,0,0,1460.0,,,,,
5330fe7e4c3af81c,Floyd Sword,1976-08-24,182.9,,Orthodox,Middleweight,2007-06-23,2007-06-23,0,1,0,0,1460.5,,,,,
fcffee71cff5530e,Forrest Griffin,1979-03-16,190.5,195.6,Orthodox,Light Heavyweight,2005-04-09,2012-07-07,10,5,0,0,1673.9,Forrest Griffin,19,7,0,11
e86bc32f5997a8f7,Forrest Petz,1975-09-22,175.3,180.3,Orthodox,Welterweight,2006-08-17,2010-09-15,2,5,0,0,1418.9,Forrest Petz,26,10,0,16
d3b5ad3b15a64a18,Francesco Maturi,,,,,,1995-09-08,1995-09-08,0,1,0,0,1460.0,,,,,
874cfc98877daecd,Francesco Nuzzi,1996-08-28,167.6,180.3,Southpaw,Bantamweight,2026-08-29,2026-08-29,1,0,0,0,1534.9,,,,,
b69f24c500d783e7,Francimar Barroso,1980-02-28,185.4,190.5,Orthodox,Light Heavyweight,2013-08-03,2018-01-20,4,4,0,1,1510.9,Francimar Barroso,27,8,1,18
3591d0d5d382a381,Francis Carmont,1981-10-11,190.5,198.1,Orthodox,Middleweight,2011-10-29,2014-08-23,6,3,0,0,1566.3,Francis Carmont,25,12,0,23
5d495dec23d7c68e,Francis Marshall,1999-03-03,175.3,182.9,Orthodox,Lightweight,2022-12-03,2026-04-25,4,3,0,0,1547.6,,,,,
8d03ce87ca14e778,Francis Ngannou,1986-09-05,193.0,210.8,Orthodox,Heavyweight,2015-12-19,2022-01-22,12,2,0,0,1905.8,Francis Ngannou,19,3,0,5
cdadae5363b66eef,Francisco Figueiredo,1989-10-23,167.6,172.7,Southpaw,Flyweight,2021-01-20,2022-08-20,2,2,0,0,1486.5,Francisco Figueiredo,12,6,1,15
3920d0cc288f9b0d,Francisco Prado,2002-06-16,177.8,175.3,Orthodox,Welterweight,2023-02-11,2026-04-11,1,5,0,0,1405.3,,,,,
7ea4a9f07df33a45,Francisco Rivera,1981-10-08,172.7,177.8,Orthodox,Bantamweight,2011-06-04,2016-07-30,4,6,0,1,1468.3,Francisco Rivera (fighter),16,12,0,6
97a6bbe6e6566a94,Francisco Trevino,1981-12-17,175.3,177.8,Orthodox,Lightweight,2014-03-15,2015-10-03,1,2,0,0,1461.1,Francisco Treviño,13,3,0,11
a8283a4f415e1eb9,Francisco Trinaldo,1978-08-24,175.3,177.8,Southpaw,Welterweight,2012-06-23,2022-10-01,18,8,0,0,1679.5,Francisco Trinaldo,29,9,0,11
764342d39cdaa54a,Frank Camacho,1989-05-18,177.8,185.4,Orthodox,Lightweight,2017-06-17,2022-05-14,2,6,0,0,1388.8,Frank Camacho,22,10,0,24
44f9c777fed7ca03,Frank Caracci,1970-02-16,,,,Lightweight,1999-01-08,1999-01-08,0,1,0,0,1464.6,,,,,
c3c23c99477c041b,Frank Hamaker,,,,,,1994-03-11,1994-03-11,1,0,0,0,1540.0,,,,,
edd8d5d8089a35f8,Frank Lester,1984-06-10,180.3,,Orthodox,Welterweight,2009-06-20,2009-06-20,0,1,0,0,1460.0,,,,,
1ff9589f9065a9ed,Frank Mir,1979-05-24,190.5,200.7,Southpaw,Heavyweight,2001-11-02,2016-03-19,16,11,0,0,1559.7,Frank Mir,19,13,0,2
fcaae0385b514f11,Frank Shamrock,1972-12-08,177.8,,Orthodox,Light Heavyweight,1997-12-21,1999-09-24,5,0,0,0,1678.3,Frank Shamrock,23,10,2,21
d2d37e8eeb3abc8d,Frank Trigg,1972-05-07,175.3,180.3,Southpaw,Welterweight,2003-11-21,2010-02-06,2,5,0,0,1447.9,Frank Trigg,21,9,0,11
f2688492b9a525a3,Frankie Edgar,1981-10-16,167.6,172.7,Orthodox,Bantamweight,2007-02-03,2022-11-12,18,11,1,0,1615.5,Frankie Edgar,24,11,1,6
96c336b463e0662c,Frankie Perez,1989-05-11,180.3,185.4,Orthodox,Lightweight,2015-01-18,2017-07-22,1,3,0,0,1437.5,Frankie Perez,11,4,0,10
9ba2226646046b63,Frankie Saenz,1980-08-12,167.6,167.6,Orthodox,Bantamweight,2014-08-16,2020-08-01,5,5,0,0,1471.9,Frankie Saenz,12,7,0,9
8d5daf67983b65ba,Fred Ettish,1955-10-12,182.9,,Southpaw,,1994-03-11,1994-03-11,0,1,0,0,1455.8,,,,,
320edfb0332b7073,Fredson Paixao,1979-05-13,167.6,167.6,Orthodox,Featherweight,2010-12-04,2010-12-04,0,1,0,0,1460.0,Fredson Paixão,11,5,0,15
0ccab7c889ede9ea,Fredy Serrano,1979-09-22,160.0,165.1,Orthodox,Flyweight,2015-03-21,2016-12-17,2,2,0,0,1500.8,Fredy Serrano,4,2,0,1
5eb50529a8418b77,Gabe Green,1993-05-02,177.8,185.4,Switch,Lightweight,2020-05-30,2025-05-17,3,3,0,0,1518.6,Gabriel Green (fighter),11,5,0,11
ccba80d4820ef557,Gabe Ruediger,1977-08-29,177.8,,Orthodox,Lightweight,2006-09-23,2011-02-05,0,3,0,0,1398.5,Gabe Ruediger,18,8,0,12
f7e856a73c96048e,Gable Steveson,2000-05-31,180.3,188.0,Orthodox,Heavyweight,2026-07-11,2026-09-19,1,1,0,0,1482.4,Gable Steveson,4,1,0,3
436f970c9ea9169c,Gabriel Benitez,1988-06-15,172.7,180.3,Southpaw,Lightweight,2014-11-15,2024-04-27,7,8,0,0,1458.2,Gabriel Benítez,23,12,0,20
01641ba5df0c69b0,Gabriel Bonfim,1997-08-20,185.4,182.9,Orthodox,Welterweight,2023-01-21,2026-06-06,7,1,0,0,1764.9,Gabriel Bonfim,20,1,0,13
270b89c00ef0c55c,Gabriel Gonzaga,1979-05-18,188.0,193.0,Orthodox,Heavyweight,2005-11-19,2016-04-10,12,10,0,0,1504.2,Gabriel Gonzaga,17,12,0,5
b909a9a9688b5284,Gabriel Miranda,1990-03-25,180.3,180.3,Orthodox,Featherweight,2022-09-03,2025-03-29,1,3,0,0,1425.2,,,,,
f2f140ce7532e327,Gabriel Santos,1996-11-28,175.3,177.8,Orthodox,Featherweight,2023-03-18,2025-02-08,2,2,0,0,1540.5,,,,,
002ca196477ce572,Gabriel Silva,1994-08-26,167.6,180.3,Orthodox,Bantamweight,2019-07-20,2020-02-29,0,2,0,0,1431.6,,,,,
a6eb54ae17a551be,Gabriella Fernandes,1993-08-13,167.6,167.6,Southpaw,Women's Flyweight,2023-02-25,2026-03-28,3,3,0,0,1492.3,,,,,
